spotify_id,echonest_id,title,echonest_artist_id,artist_name,album,duration,tempo,time_signature,key,mode,loudness,acousticness,danceability,energy,instrumentalness,liveness,speechiness,valence,spotify_artist_id
0yixe2v2gvdFjjkYksdITQ,SOQMBMI149896656CE,Lana Del Dre,ARKULOY14621F0785F,Tep No,,229.97043,130.066,4,5,0,-6.551,0.148574,0.643449,0.505764,0.003358,0.140922,0.026531,0.457579,7MlotYZhHjOlXcvmwrITj8
52ClUfIi4uACblVz4UenGs,SOAFVFQ14AF14C3FC5,That's My Shit,ARSA4701187FB571FF,The-Dream,,241.06934,94.511,4,1,0,-10.729,0.04922,0.748445,0.325988,0.0,0.085309,0.101938,0.214918,1W3FSF1BLpY3hlVIgvenLz
78DiSIU7rcTbsIT2ogB82V,SOESZXL14C3060575B,All I Need,ARSA4701187FB571FF,The-Dream,,298.2122,144.136,4,7,0,-6.951,0.160755,0.405098,0.638821,0.0,0.337408,0.053832,0.228623,1W3FSF1BLpY3hlVIgvenLz
5NWzO9jLluZ3R7FHFDtMqS,SOCSSMN14934FB7E9C,Can't Stop (feat. Kanye West),ARFSMPX122BCFCA00D,Theophilus London,,291.68,159.926,4,10,1,-5.169,0.339848,0.562463,0.653672,0.0,0.102347,0.121801,0.400819,4EMtGVFvfCSrEmWaGV0roE
4roselHUDhHf6HGRn6GbVV,SOXXKAU14934DF6285,Get Me Right,ARFSMPX122BCFCA00D,Theophilus London,,194.14667,95.016,4,5,1,-5.047,0.121204,0.714575,0.573453,1e-06,0.095641,0.06711,0.260149,4EMtGVFvfCSrEmWaGV0roE
1OWU56gDjT9hDybpIMeGXH,SOBKJET1498AFE8BD1,So Close,ARXPKTW146FC995A0D,Tom Misch,,248.15778,114.039,4,8,1,-11.735,0.222768,0.60875,0.465846,0.009344,0.094744,0.177928,0.498923,1uiEZYehlNivdK3iQyAbye
3u4rIcRR7gSoJdkJIx9zpu,SOPFQNE14AC2E5D22D,Young,AROJSMP14AB4E442C9,Vallis Alps,,324.12299,93.981,4,3,0,-12.144,0.719975,0.584321,0.383754,0.287882,0.096421,0.067534,0.181828,7qhWa7UI1QNZNDnzYwAYZm
4n8PUr65eWkdGakNRu9G6o,SOYJHFU1498BC33567,Come Alive,ARTRGTN1409828CEA6,WE ARE TWIN,,226.39637,159.058,4,3,1,-3.513,0.000136,0.42265,0.901004,1e-06,0.289625,0.091554,0.270035,1AorvDJVBFNYvHPmdA1fU9
7CzPWHBdn48ju0Hk6Ug1FB,SOOPTFR1498BC38FEC,No Matter What It Takes,ARTRGTN1409828CEA6,WE ARE TWIN,,220.60571,144.014,4,0,0,-4.394,0.005103,0.481191,0.807662,4e-06,0.08312,0.065024,0.196673,1AorvDJVBFNYvHPmdA1fU9
2WhWYMhgBci3J5DoybgqDG,SOZXEPN1498A3ECA9E,All or Nothing,ARTRGTN1409828CEA6,WE ARE TWIN,,247.82313,155.099,4,5,0,-4.166,0.003584,0.494815,0.900081,0.000348,0.106848,0.068778,0.811474,1AorvDJVBFNYvHPmdA1fU9
3knL35qvQ9bXW5yulWICfU,SOPOGEQ13E368E53D6,Beauty,ARVOYCO13DA2F9F404,Wolf Colony,,202.05333,115.998,4,11,1,-6.493,0.236106,0.789027,0.686094,7e-06,0.074323,0.039768,0.396372,2qiKrh12VcghTug1rduLVm
27Bszh6CvTsvS4y6knplqM,SOHTDKI149A7074859,Memo,ARPDYVR13A6C15570C,Years & Years,,202.15923,81.74,4,2,1,-8.344,0.80038,0.492747,0.620497,0.102464,0.090475,0.088754,0.299736,5vBSrE1xujD2FXYRarbAXc
40i2zBFPgf9jGDmwj7LAmR,SOBQPGT14423234AAE,Like You Used To,ARIXHWN136658EA374,Kidnap Kid,,231.50844,120.015,4,5,0,-10.524,0.132119,0.697691,0.45144,0.423363,0.080131,0.028133,0.199011,4mASW0O6qIOhm3uSIcsqq8
4xvZcT0cBeuJSroZcoFMUF,SOMBFHE1456189BA74,Burning,AREVJXM12E537456F7,Nightbox,,272.24771,128.074,4,1,0,-4.363,0.004229,0.586693,0.905181,0.019323,0.088998,0.057165,0.437677,3yAnbzcAbZnrr7hALtiWcO
6wui9PGdTVyINVIbK24Nad,SOMRMFD141CE71306A,Guns & Synths (Prod. Bok Bok),ARHRYGS13C1C29D2CA,Kelela,,176.40658,124.044,4,9,0,-7.506,0.27566,0.774222,0.632333,0.708456,0.158607,0.038549,0.315143,1U0sIzpRtDkvu1hXXzxh60
6YnF5LpTX1RS6JolZeUCmZ,SOGQVYW14A457C8F2D,Hides No Signs,ARB5A4I1187FB4D1F2,Dusty Brown,,302.86798,149.979,4,0,1,-6.673,0.195571,0.675654,0.680914,0.711215,0.093622,0.040696,0.60846,48PklAHoqLvEZ1O3YtCJGk
3g0XVm6ZTWHbtTTfKhmMo7,SOTMUKW14B39AD053D,Fool for Love,ARSMPUH12DDD188264,Lord Huron,,274.70667,90.993,4,5,1,-6.285,0.598395,0.618637,0.757713,0.191523,0.112885,0.036728,0.222698,6ltzsmQQbmdoHHbLZ4ZN25
4z9Q8bigTEySh8PVNQ3gem,SOWXXRF14A7831A2AA,Greek Tragedy,ARUK3I61187FB5BC71,The Wombats,,209.55791,93.24,4,11,1,-4.732,0.002569,0.514878,0.868698,2e-06,0.209782,0.067244,0.447808,0Ya43ZKWHTKkAbkoJJkwIB
2OBgZrayUVupeEtt1eu2V4,SONQWNH14C0D668348,John My Beloved,AR7OA5G1187B98D3A0,Sufjan Stevens,,304.87061,120.053,3,7,1,-23.017,0.96172,0.581879,0.071474,3e-06,0.138923,0.039978,0.235154,4MXUO7sVCaFgFjoTI5ox5c
4K3RZJ8sWPbv0IedcnEfw6,SOQGPMN14C0D664B26,Fourth of July,AR7OA5G1187B98D3A0,Sufjan Stevens,,279.31637,120.266,4,6,0,-22.399,0.973213,0.440638,0.104033,0.353867,0.119377,0.045907,0.147825,4MXUO7sVCaFgFjoTI5ox5c
4fpEuKIzTLmMJnYwFU0oqr,SOFXZCX14C0D65D795,Death with Dignity,AR7OA5G1187B98D3A0,Sufjan Stevens,,239.5083,170.063,4,4,1,-21.03,0.986311,0.509871,0.160232,0.017004,0.113386,0.03951,0.397692,4MXUO7sVCaFgFjoTI5ox5c
34oRN9NqGLPCrnC7SGrLZa,SOWZALJ14C0D66A9A1,Blue Bucket of Gold,AR7OA5G1187B98D3A0,Sufjan Stevens,,285.46694,74.925,4,2,1,-23.005,0.941819,0.306084,0.091798,0.022412,0.160746,0.031862,0.123487,4MXUO7sVCaFgFjoTI5ox5c
67mjxSBrj9tMfz5aJdatcU,SONNXYU143D328B903,Brother,AROYDKK122ECCBAEB9,Mighty Oaks,,195.32,181.719,4,2,1,-6.178,0.236852,0.509895,0.795523,0.0,0.078767,0.036775,0.402002,5AVJt6VYXT4hMRP8D3MRAC
75AGjlw4OcPqI7E0mZTZF7,SOQPFOY13F6AF9C962,Just One Day,AROYDKK122ECCBAEB9,Mighty Oaks,,212.24,101.937,4,3,1,-6.857,0.199156,0.5744,0.593125,0.00028,0.107372,0.027509,0.450142,5AVJt6VYXT4hMRP8D3MRAC
1QDIrwQfbjYK0qZHdb1jSo,SOJTAVV14C350CB6F7,Dead Inside,ARR3ONV1187B9A2F59,Muse,,263.99279,100.005,4,8,1,-5.021,0.000259,0.650279,0.758026,0.000492,0.27556,0.050703,0.61,12Chz98pHFMPJEknJQMWvI
2bFBr0Z1DX5Vr59Rxlgzy9,SOKBLFU14B8B7B229E,Something Good,ARYZAPV12AF7D97263,Theme Park,,205.52626,106.044,4,6,1,-5.113,0.031873,0.66427,0.846849,0.005024,0.092503,0.040681,0.776819,3p7FuibwOyQVcQ5jjVV4vK
1vOol3Uk0xJOuKyMD1lHJ9,SOEEDNW14B5CBF7B3E,Yes (Love Theme From Lost River),AR2D7TS1187FB560F1,Chromatics,,217.23696,146.215,4,5,0,-20.682,0.685575,0.483357,0.249497,0.914775,0.087735,0.050785,0.031738,4tOVIRjlWWfR1RrAxyRqTE
6YwLgicpvVuMt1eE2OldwQ,SOQNFLC14C0282740A,Five More Hours,ARSVRID139A2DB2C5B,Deorro,,211.97537,127.961,4,5,0,-3.226,0.028808,0.69851,0.883469,0.0,0.816847,0.218748,0.500217,6VD4UEUPvtsemqD3mmTqCR
09VZ9a2c79ZxyVM6hZr2d4,SOAJQXD14A80C70EBF,Far Away Sun,ARQGZNG14059EEA3C7,Aloa Input,,193.02494,148.044,4,1,1,-5.978,0.000865,0.543075,0.871888,0.639939,0.104584,0.062841,0.676341,1zgMqouFEVQZ7tsinYMPzW
3cAkaE9gcNfW5xZHeDsRqZ,SONTURP14B399F2B41,Oh Brother,ARQGZNG14059EEA3C7,Aloa Input,,305.00508,75.532,4,5,1,-7.422,0.007382,0.447418,0.731635,0.916696,0.315716,0.04314,0.105087,1zgMqouFEVQZ7tsinYMPzW
2NPj1YI7WlOqh3fCojZ89j,SOCSJXX142B3117143,Red Dust,ARHAGFR1269FCD4CA6,James Vincent McMorrow,,240.82667,77.621,3,1,1,-11.896,0.782449,0.478822,0.219671,0.000887,0.101128,0.038711,0.039889,7FDlvgcodNfC0IBdWevl4u
63GBSdUDUhSSY7zt2olSog,SOLMWMH143E0CA399B,Intro (It's Album Time),AR0U6711187FB3FFB1,Todd Terje,,100.75955,101.397,4,1,1,-10.241,0.019584,0.574781,0.78581,0.01088,0.262491,0.033845,0.418621,49gaZqfow2v8EEQmjGyEIw
7EVZPUkT5vahvFGiBgvmOH,SOMUSEY143E0CA5FCE,Delorean Dynamite,AR0U6711187FB3FFB1,Todd Terje,,405.93288,123.996,4,1,1,-11.659,0.012637,0.633909,0.858062,0.836753,0.098331,0.041583,0.235293,49gaZqfow2v8EEQmjGyEIw
4DSQbROT8QhdJAPXrWGgP5,SOWOURN14B39A1391B,Hold On,ARQGZNG14059EEA3C7,Aloa Input,,289.00032,197.892,3,2,0,-7.944,0.037799,0.462423,0.832625,0.894986,0.088289,0.050239,0.327368,1zgMqouFEVQZ7tsinYMPzW
1gk3FhAV07q9Jg77UxnVjX,SOCIYQU1440D5D9793,Gooey,ARMDJBV128CFED728F,Glass Animals,,289.30698,183.11,4,11,0,-13.495,0.752647,0.486408,0.375123,4.2e-05,0.084294,0.040745,0.103292,4yvcSjfu4PC0CYQyLy4wSq
00ikNPjRkN8gjBoRDn60Fx,SOBBJKQ14565E9D9EE,Feel Safe,ARYAKIB12D5CD74317,All We Are,,267.25333,112.704,4,5,0,-8.959,0.094397,0.702557,0.493471,0.409503,0.119063,0.054681,0.518395,2dsuoOdH05Dx4GxAoYscpT
16hwdxTx9uy4dt4tSIIM0e,SOPGEEY14A3943B941,I Wear You,ARYAKIB12D5CD74317,All We Are,,200.02667,88.969,4,11,0,-6.891,0.039539,0.662396,0.592719,0.000183,0.124248,0.12089,0.526206,2dsuoOdH05Dx4GxAoYscpT
0qnOjNW04qpcgXqD9dwru2,SOJSROR14815B3CDFC,Killer Whales,ARROQIV13EDC9708C2,Smallpools,,222.76,144.844,4,8,1,-3.833,0.000303,0.415759,0.849102,4.2e-05,0.184658,0.050275,0.662229,4iiQabGKtS2RtTKpVkrVTw
5sZnALI7WqlhevAB55Ffp4,SOODYRA14A44D791D6,Autopilot,ARNYDEE138BF7CCD76,Kodaline,,258.61333,173.941,4,8,1,-6.769,0.010279,0.437303,0.698044,2.4e-05,0.222603,0.035642,0.248542,4BxCuXFJrSWGi1KHcVqaU4
1sFdExPaCC8iAdMrZ7bQBH,SOXNRMW1498AD1E06D,Steady,ARSRRAQ1187B9AB71D,Act As If,,310.52,73.459,4,4,1,-14.302,0.780438,0.307152,0.433133,0.000709,0.093764,0.049901,0.12734,4ROrocktzozIPJxNTlUJuR
4910SjSKmWw4m1t2upLRtg,SOCFXXX1498D311B92,All Our Friends,ARSRRAQ1187B9AB71D,Act As If,,211.72,96.018,4,7,1,-5.557,0.026863,0.650662,0.605175,3e-06,0.093928,0.026259,0.498075,4ROrocktzozIPJxNTlUJuR
6WsrRn6J2qfG4k6L6CEcVe,SOSTRJG1498D4D9845,L.A. Kid,ARSRRAQ1187B9AB71D,Act As If,,210.53333,103.928,4,2,1,-6.006,0.001095,0.471077,0.770035,0.000118,0.17491,0.034146,0.485933,4ROrocktzozIPJxNTlUJuR
5IbaGYk8uaFFTb77tiUSK6,SOPTCKX1498D4DC5D3,Keep Me By Your Side,ARSRRAQ1187B9AB71D,Act As If,,218.02667,126.373,4,2,1,-6.354,0.030074,0.433267,0.633472,4.3e-05,0.203408,0.0379,0.159758,4ROrocktzozIPJxNTlUJuR
0YXgq8FuZwlyN32lwZ6WRW,SOFUAUR14B86A0A0DD,California Nights,ARSPQCK123E29C1FF6,Best Coast,,311.36,162.653,4,2,1,-3.648,0.000419,0.164544,0.753454,0.677021,0.28022,0.041344,0.122873,5YkBrE0wF8cAlq3GCOw5Eu
3NT5B1jrtT2Nawu0gTegYm,SOTCZQW14CF52B9F24,In My Eyes,ARSPQCK123E29C1FF6,Best Coast,,226.18667,129.021,4,11,0,-1.492,1e-05,0.398126,0.917974,0.000916,0.283389,0.044978,0.598064,5YkBrE0wF8cAlq3GCOw5Eu
0hgsUnkawqDllP4OF4g9MN,SOKDIYR14C84DE5F9B,Feeling Ok,ARSPQCK123E29C1FF6,Best Coast,,196.16,119.0,4,9,1,-3.346,0.000136,0.44105,0.927334,0.00483,0.146319,0.058942,0.267492,5YkBrE0wF8cAlq3GCOw5Eu
6WLPZbnBPwHW4PWrjHHTkH,SOCBAYC146FDF4731E,On Yr Side,ARWNIYL13704F09846,Slow Magic,,191.56086,125.79,4,11,0,-6.924,0.295653,0.354959,0.705554,0.921276,0.186991,0.041053,0.200821,3htNAy3vYWWYV8RZFeyRMT
0WBENBLfzWgiHzadfDSgk5,SOLTKBV146FDF55572,Closer,ARWNIYL13704F09846,Slow Magic,,366.60594,150.96,4,10,0,-7.319,0.311052,0.55165,0.55416,0.000259,0.314769,0.108175,0.346169,3htNAy3vYWWYV8RZFeyRMT
6LnOMkrmoSeaC2uWYaMKW3,SOHWKKM14B2E7F9A71,Coming Alive,ARNYDEE138BF7CCD76,Kodaline,,256.88,165.98,4,0,1,-5.873,0.000249,0.328301,0.934873,0.074422,0.57131,0.044721,0.362097,4BxCuXFJrSWGi1KHcVqaU4
2sNQnIKM14pvMfAACrd0Rs,SOIUPQQ14B2E81B6C5,Play the Game,ARNYDEE138BF7CCD76,Kodaline,,234.78667,182.177,4,2,1,-6.691,0.018059,0.424305,0.734911,0.000279,0.22995,0.041789,0.509419,4BxCuXFJrSWGi1KHcVqaU4
4KCdN30rwDvPidlF56oBWL,SOYBGZR14B8B726AD4,Clean (feat. Jamie Lidell),ARJAYEU13D5B2E0EA2,Big Data,2,201.78667,101.994,4,9,0,-4.652,0.058979,0.498672,0.832993,0.0001,0.3273,0.131968,0.661976,4S1nvNHWiZLP4rzwmULmUa
5YHTdlFJZH0QgetIImWGgc,SOLAJPJ14A7E1BA0ED,The Sunshine of Your Youth,ARAB8XB1187B991645,Cheerleader,The Sunshine of Your Youth,208.72,126.971,4,9,1,-3.769,1.1e-05,0.521219,0.762198,0.0,0.212898,0.030872,0.314476,40kHkqamhwCMOaQtiaPDiX
4l1ppM16qNSOUEiVMZpKke,SOYKEED14B8B505B94,Go Go Go,ARBNOHO14B50DF2E2B,Panic is Perfect,Behind Your Eyelids (EP),182.21211,144.192,4,7,1,-6.194,0.049431,0.471654,0.527312,0.000318,0.603835,0.029676,0.317858,1jjlwrVZC7GuprwdQl83BI
6PRlVNPJAe9vyWpeWgYONK,SOAGKZK1498F794158,Coloring,ARTZXIT12DA0D150DD,Kevin Garrett,Mellow Drama,219.97333,76.025,4,0,1,-10.075,0.496881,0.644864,0.264024,0.063998,0.112758,0.026575,0.194706,56tbeL5xhBPxby544GuK3E
0In8eEMRxIBgwPfxMKfAaG,SOFVHPS14692C6311B,Girls,ARWNIYL13704F09846,Slow Magic,How to Run Away,273.26159,101.022,4,1,0,-6.469,0.223851,0.682829,0.639264,0.0,0.150883,0.0621,0.335061,3htNAy3vYWWYV8RZFeyRMT
2d4SYueGsJvdYsirXTWJIU,SOXKAUQ146FDF22363,Waited 4 U,ARWNIYL13704F09846,Slow Magic,How to Run Away,236.15624,123.995,4,6,0,-5.87,0.751104,0.694746,0.654495,0.887369,0.145252,0.032494,0.325226,3htNAy3vYWWYV8RZFeyRMT
5x5JtOcP9sWBkzK4wM4Rkr,SOJFZGQ14A7838270B,1983,ARICAPS1187B99D3A7,The Weather,1983,184.93333,123.093,4,8,0,-6.116,0.036469,0.545309,0.811511,0.151473,0.112848,0.042511,0.438322,5ZoHwR6j8JgIMsn00KV4fL
0Da3Dnm5pTWseZgbzpjLNr,SOFVLDC1498B2E4D26,Blame,ARUSOMP12472CE2A69,Tropics,Rapture,246.1537,122.042,4,9,1,-10.853,0.604383,0.472223,0.395817,0.162613,0.266963,0.032875,0.03445,0d00ssafltw8HYv2zxe4fD
0CyDping9r7PsIFTDBg4oF,SOWSVHZ1498A98A0AB,Hunger,ARUSOMP12472CE2A69,Tropics,Rapture,259.78508,150.003,4,5,0,-8.808,0.402755,0.496572,0.617919,0.000817,0.16988,0.049703,0.176177,0d00ssafltw8HYv2zxe4fD
7DFATfd3kkjqdsORpE5Ztx,SOSOMTE1498BCA4B90,Rapture,ARUSOMP12472CE2A69,Tropics,Rapture,248.04227,95.01,4,0,1,-7.151,0.327468,0.640112,0.802253,0.642263,0.100295,0.050659,0.460306,0d00ssafltw8HYv2zxe4fD
4X7XibvrhTiZfAK8N4OvKE,SOJTZFH14C02819E34,Zhivago,ARZKXOK1187FB53DA9,Paper Route,Ten out of Tenn: 10 Years,184.88925,119.964,4,2,0,-7.178,0.066344,0.553883,0.732933,0.234137,0.072211,0.073785,0.660157,2EoJ4ILZNAHjVtZgmWBaID
4bEoMybiLPYgavb9CsvxF9,SOZUOOV14AF84E25EB,Depreston,ARUISHD13704F097BA,Courtney Barnett,"Sometimes I Sit and Think, And Sometimes I Just Sit",292.85333,126.407,4,0,1,-11.577,0.024585,0.691653,0.466577,1.4e-05,0.059043,0.033601,0.4158,4OOlG5eBXSkSAAEeKjJb5Y
